"ru","SlopeTortoise","InterceptTortoise","SlopeRaven","InterceptRaven","TxR"
"WesternMojave",-0.116801788589995,1.43499340267709,0.0193039219284338,-0.235004266954844,-0.0022547326080427
"ColoradoDesert",-0.0150977860795166,0.192989091625125,0.0169350710546577,-0.206166082404528,-0.000255682080024635
"EasternMojave",-0.0252676337488907,0.280751486098785,-0.0402183184335327,0.489614311364747,0.00101622174017476
"NortheasternMojave",0.0157988324013399,-0.184596883847235,-0.00650503073596039,0.0791916785247361,-0.000102771890363003
