"","Latitude","Longitude","date"
"626",36.9072027,-116.7617883,1987-05-17
"627",36.9072027,-116.7617883,1988-05-22
"628",36.9072027,-116.7617883,1989-05-15
"629",36.9072027,-116.7617883,1990-05-19
"630",36.9072027,-116.7617883,1991-05-25
"631",36.9072027,-116.7617883,1992-05-16
"632",36.9072027,-116.7617883,1993-05-15
"633",36.9072027,-116.7617883,1994-05-21
"634",36.9072027,-116.7617883,1995-05-20
"635",36.9072027,-116.7617883,1996-05-20
"636",36.9072027,-116.7617883,1997-05-16
"637",36.9072027,-116.7617883,2006-05-25
"638",36.9072027,-116.7617883,2007-05-31
"639",36.9072027,-116.7617883,2008-05-30
"640",36.9072027,-116.7617883,2009-05-21
"641",36.9072027,-116.7617883,2011-06-05
"642",36.9072027,-116.7617883,2013-05-30
"643",36.9072027,-116.7617883,2015-05-17
"644",36.9072027,-116.7617883,2016-06-16
"645",36.9072027,-116.7617883,2017-06-09
"646",36.9072027,-116.7617883,2021-05-23
"647",36.9072027,-116.7617883,2024-05-30
"648",36.9884637,-115.2569349,1969-06-03
"649",36.9884637,-115.2569349,1989-05-10
"650",36.5012519,-114.7610923,1985-05-27
"651",36.5012519,-114.7610923,1986-05-13
"652",36.5012519,-114.7610923,1987-05-31
"653",36.5012519,-114.7610923,1988-05-30
"654",36.5012519,-114.7610923,1989-05-29
"655",36.5012519,-114.7610923,1990-05-28
"656",36.5012519,-114.7610923,1991-06-01
"657",36.5012519,-114.7610923,1992-05-23
"658",36.5012519,-114.7610923,1993-05-29
"659",36.5012519,-114.7610923,1994-05-28
"660",36.5012519,-114.7610923,1995-05-27
"661",36.5012519,-114.7610923,1996-05-28
"662",36.5012519,-114.7610923,1997-05-31
"663",36.5012519,-114.7610923,1999-05-02
"664",36.5012519,-114.7610923,2000-05-29
"665",36.5012519,-114.7610923,2001-05-19
"666",36.5012519,-114.7610923,2005-05-25
"667",36.5012519,-114.7610923,2006-05-10
"668",36.5012519,-114.7610923,2007-05-29
"669",36.5012519,-114.7610923,2010-05-21
"670",36.5012519,-114.7610923,2011-05-19
"671",36.5012519,-114.7610923,2012-05-29
"672",36.5012519,-114.7610923,2013-05-29
"673",36.5012519,-114.7610923,2014-05-19
"674",36.5012519,-114.7610923,2016-05-13
"675",36.5012519,-114.7610923,2017-05-24
"676",36.5012519,-114.7610923,2018-05-14
"677",36.5012519,-114.7610923,2019-04-26
"678",36.5012519,-114.7610923,2021-06-02
"679",36.5012519,-114.7610923,2024-06-30
"680",35.7204427,-115.2094039,1976-06-02
"681",35.7204427,-115.2094039,1989-05-08
"682",35.7204427,-115.2094039,1991-05-08
"683",35.7204427,-115.2094039,1992-05-13
"684",35.7204427,-115.2094039,1993-05-26
"685",35.7204427,-115.2094039,1994-05-22
"686",35.7204427,-115.2094039,1995-05-06
"687",35.7204427,-115.2094039,1996-05-19
"688",35.7204427,-115.2094039,1997-05-04
"689",35.7204427,-115.2094039,1998-05-14
"690",35.7204427,-115.2094039,1999-06-05
"691",35.7204427,-115.2094039,2001-06-01
"692",35.7204427,-115.2094039,2002-06-04
"693",35.7204427,-115.2094039,2006-05-16
"694",35.7204427,-115.2094039,2007-06-08
"695",35.7204427,-115.2094039,2008-05-06
"696",35.7204427,-115.2094039,2009-06-02
"697",35.7204427,-115.2094039,2010-05-14
"698",35.7204427,-115.2094039,2013-05-30
"699",35.7087118,-114.7110604,1995-05-20
"700",35.7087118,-114.7110604,1996-05-05
"701",35.7087118,-114.7110604,1997-04-20
"702",35.7087118,-114.7110604,2000-06-11
"703",35.7087118,-114.7110604,2001-04-29
"704",35.7087118,-114.7110604,2002-05-05
"705",35.7087118,-114.7110604,2003-05-04
"706",35.7087118,-114.7110604,2004-05-02
"707",35.7087118,-114.7110604,2006-05-07
"708",35.7087118,-114.7110604,2007-05-13
"709",35.7087118,-114.7110604,2008-05-11
"710",35.7087118,-114.7110604,2009-04-30
"711",35.7087118,-114.7110604,2010-05-01
"712",35.7087118,-114.7110604,2011-04-27
"713",35.7087118,-114.7110604,2012-05-06
"714",35.7087118,-114.7110604,2013-05-04
"715",35.7087118,-114.7110604,2014-05-12
"716",35.7087118,-114.7110604,2015-06-06
"717",35.7087118,-114.7110604,2016-05-07
"718",35.7087118,-114.7110604,2017-04-30
"719",35.7087118,-114.7110604,2018-04-28
"720",35.7087118,-114.7110604,2019-04-30
"721",35.7087118,-114.7110604,2021-04-21
"722",35.7087118,-114.7110604,2022-04-30
"723",35.7087118,-114.7110604,2024-05-03
"724",36.925015,-115.240568,1998-05-17
"725",36.925015,-115.240568,2006-05-19
"726",36.925015,-115.240568,2007-05-22
"727",36.925015,-115.240568,2008-05-16
"728",36.925015,-115.240568,2009-05-13
"729",36.925015,-115.240568,2011-06-07
"730",36.925015,-115.240568,2013-05-30
"731",36.925015,-115.240568,2014-05-29
"732",36.925015,-115.240568,2015-05-28
"733",36.925015,-115.240568,2016-06-01
"734",36.925015,-115.240568,2017-05-31
"735",36.925015,-115.240568,2018-06-01
"736",36.925015,-115.240568,2019-05-30
"737",36.925015,-115.240568,2022-06-01
"738",36.925015,-115.240568,2023-06-03
"739",36.925015,-115.240568,2024-06-05
"740",36.4907307,-116.3432079,1993-05-18
"741",36.4907307,-116.3432079,1994-05-26
"742",36.4907307,-116.3432079,1995-05-24
"743",36.4907307,-116.3432079,1996-05-17
"744",36.4907307,-116.3432079,1997-05-16
"745",36.4907307,-116.3432079,1998-05-19
"746",36.4907307,-116.3432079,1999-05-22
"747",36.4907307,-116.3432079,2000-05-09
"748",36.4907307,-116.3432079,2001-05-20
"749",36.4907307,-116.3432079,2002-05-31
"750",36.4907307,-116.3432079,2005-06-08
"751",36.4907307,-116.3432079,2006-06-20
"752",36.4907307,-116.3432079,2007-06-16
"753",36.4907307,-116.3432079,2008-06-11
"754",36.4907307,-116.3432079,2009-06-11
"755",36.4907307,-116.3432079,2013-05-27
"756",36.4907307,-116.3432079,2015-05-25
"757",36.4907307,-116.3432079,2016-05-30
"758",36.4907307,-116.3432079,2018-05-27
"759",36.4907307,-116.3432079,2019-05-27
"760",36.4907307,-116.3432079,2021-05-31
"761",36.4907307,-116.3432079,2022-06-09
"762",36.4907307,-116.3432079,2023-06-09
"763",37.069605,-113.772578,1992-06-03
"764",37.069605,-113.772578,1993-06-05
"765",37.069605,-113.772578,1994-06-27
"766",37.069605,-113.772578,1995-05-25
"767",37.069605,-113.772578,1996-06-01
"768",37.069605,-113.772578,1997-05-22
"769",37.069605,-113.772578,1998-05-29
"770",37.069605,-113.772578,2000-06-13
"771",37.069605,-113.772578,2001-06-01
"772",37.069605,-113.772578,2003-06-13
"773",37.069605,-113.772578,2004-05-28
"774",37.069605,-113.772578,2005-05-31
"775",37.069605,-113.772578,2006-06-07
"776",37.069605,-113.772578,2007-06-07
"777",37.069605,-113.772578,2008-05-28
"778",37.069605,-113.772578,2009-05-29
"779",37.069605,-113.772578,2010-06-02
"780",37.069605,-113.772578,2011-06-07
"781",37.069605,-113.772578,2013-05-31
"782",37.069605,-113.772578,2014-06-10
"783",37.069605,-113.772578,2015-06-10
"784",37.069605,-113.772578,2016-06-02
"785",37.069605,-113.772578,2017-06-06
"786",37.069605,-113.772578,2018-06-07
"787",37.069605,-113.772578,2019-06-18
"788",37.069605,-113.772578,2021-06-30
"789",37.069605,-113.772578,2022-06-14
"790",37.069605,-113.772578,2023-06-21
"791",37.069605,-113.772578,2024-06-26
