CO|REG|A0003833|1003372|97643|T|41|46|6.0|N|150366.0|87|47|47.0|W|316067.0||
CO|REG|A0003846|1003383|97645|T|39|59|12.0|N|143952.0|75|12|25.0|W|270745.0||
CO|REG|A0003879|1003409|97651|T|38|5|11.0|N|137111.0|91|18|31.0|W|328711.0||
CO|REG|A0003923|1003437|97658|T|39|33|14.0|N|142394.0|92|38|27.0|W|333507.0||
CO|REG|A0003962|1003474|97662|T|32|13|26.0|N|116006.0|110|58|10.0|W|399490.0||
CO|REG|A0003964|1003475|97663|T|35|4|15.0|N|126255.0|106|31|32.0|W|383492.0||
CO|REG|A0003965|1003476|97664|T|35|3|57.0|N|126237.0|106|46|38.0|W|384398.0||
CO|REG|A0004006|1003513|97666|T|39|11|0.0|N|141060.0|76|41|35.0|W|276095.0||
CO|REG|A0004028|1003532|97669|T|43|33|56.0|N|156836.0|84|17|16.0|W|303436.0||
CO|REG|A0094986|1003538|97670|T|43|19|23.0|N|155963.0|83|22|37.0|W|300157.0||
CO|REG|A0004074|1003565|97675|T|35|29|39.0|N|127779.0|78|12|27.0|W|281547.0||
CO|REG|A0076934|1003594|97679|T|42|54|18.0|N|154458.0|95|11|10.0|W|342670.0||
CO|REG|A0076952|1003607|97682|T|29|38|25.0|N|106705.0|81|15|14.0|W|292514.0||
CO|REG|A0004176|1003651|97684|T|32|22|29.0|N|116549.0|88|44|32.0|W|319472.0||
CO|REG|A0004177|1003652|97685|T|32|23|52.0|N|116632.0|90|10|45.0|W|324645.0||
CO|REG|A0284216|1003654|97686|T|32|18|43.0|N|116323.0|90|10|59.0|W|324659.0||
CO|REG|A0004191|1003660|97687|T|32|25|29.0|N|116729.0|90|8|27.0|W|324507.0||
CO|REG|A0004206|1003673|97688|T|26|51|50.0|N|96710.0|81|12|48.0|W|292368.0||
CO|REG|A0004245|1003705|97693|T|40|7|23.0|N|144443.0|74|42|23.0|W|268943.0||
CO|REG|A0004246|1003706|97694|T|40|6|58.0|N|144418.0|74|46|38.0|W|269198.0||
CO|REG|A0004312|1003759|97708|T|35|58|9.0|N|129489.0|79|49|28.0|W|287368.0||
CO|REG|A0004335|1003773|97716|T|48|19|5.0|N|173945.0|113|9|15.0|W|407355.0||
CO|REG|A0119487|1003800|97736|T|46|35|40.0|N|167740.0|111|55|43.0|W|402943.0||
