SC|REG|A0786412|1007465|112408|11/04/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A1237744|1007467|112410|11/04/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A0786410|1007470|112413|11/04/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A0786420|1007472|112415|11/04/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A0786742|1007473|112416|11/04/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A0786428|1007476|112419|11/04/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A0863196|1007477|112420|11/22/2002|0|MEDIUM INTENSITY WHITE LIGHTS
SC|REG|A1367300|1007493|98439|01/11/1999|1|MEDIUM INTENSITY WHITE LIGHTS.
SC|REG|A1181587|1007974|112781|11/12/1996|0|MEDIUM INTENSITY LIGHTING SYSTEM
SC|REG|A1373275|1008270|113021|11/20/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A1373294|1008300|113050|11/20/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A1379007|1008321|98586|07/16/1998|2|MEDIUM INTENSITY WHITE LIGHTS.
SC|REG|A1193974|1008532|113227|11/22/1996|0|MEDIUM INTENSITY DUAL LIGHTING.
SC|REG|A0973763|1008637|113314|06/12/2015|0|24-HR MED-STROBES
SC|REG|A0908030|1008674|113347|11/22/1996|0|MEDIUM INTENSITY WHITE OBSTRUCTION LIGHTS.
SC|REG|A1310150|1008766|113410|08/22/2003|0|DUAL MEDIUM INTENSITY LIGHTING SYSTEM.
SC|REG|A1214837|1008786|113426|11/27/1996|0|MEDIUM INTENSITY LIGHTING.
SC|REG|A0610898|1008787|113427|11/27/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A0610887|1008792|113431|11/27/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A1383997|1008844|113479|12/01/1996|0|MEDIUM INTENSITY LIGHTING SYSTEM.
SC|REG|A1295143|1008924|113545|11/25/1996|0|MEDIUM INTENSITY WHITE OBSTRUCTION LIGHTS.
SC|REG|A1338054|1008972|113586|12/03/1996|0|MEDIUM INTENSITY LIGHTING SYSTEM
SC|REG|A0643008|1009093|113690|11/27/1996|0|HIGH INTENSITY WHITE LIGHTS.
SC|REG|A1341847|1009386|98762|12/02/1996|4|FOUR CORNERS AT THE 500, 400, 300, 200 AND 100 FOOT LEVELS.
SC|REG|A0011173|1009397|113937|12/02/1996|0|MEDIUM INTENSITY WHITE LIGHTS.
SC|REG|A0911328|1009454|113990|12/02/1996|0|MEDIUM INTENSITY WHITE LIGHTS.
SC|REG|A0925956|1009489|114023|12/02/1996|0|MEDIUM INTENSITY WHITE LIGHTING.
SC|REG|A0011386|1009570|114082|11/29/1996|0|THIS SUPERSEDES REGISTRATION ISSUED 2/20/97 TO CORRECT OBSTRUCTION MARKING
SC|REG|A0011386|1009570|114082|11/29/1996|1|AND LIGHTING SPECIFICATIONS.
SC|REG|A1254039|1009690|114152|12/02/1996|0|MEDIUM INTENSITY WHITE LIGHTS.
SC|REG|A1316489|1009846|114245|12/05/1996|0|MEDIUM INTENSITY LIGHTING SYSTEM.
SC|REG|A1080127|1009856|98887|06/02/1998|4|MEDIUM INTENSITY WHITE LIGHTS.
SC|REG|A0627723|1009863|114259|12/05/1996|0|DUAL; MEDIUM INTENSITY WHITE, DAY AND RED LIGHTS, NIGHT.
SC|REG|A0266197|1010188|114508|12/13/1996|0|MEDIUM INTENSITY LIGHTING SYSTEM.
SC|REG|A0693261|1010196|114516|12/13/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A1035668|1010197|114517|12/13/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A0266198|1010198|114518|12/13/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A0342833|1010199|114519|12/13/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A0693262|1010200|114520|12/13/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A0303454|1010201|114521|12/13/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A1328110|1010202|114522|12/13/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A0693263|1010203|114523|12/13/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A0608708|1010204|114524|12/13/1996|0|MEDIUM INTENSITY LIGHTS.
SC|REG|A0012655|1010569|114740|12/17/1996|0|MEDIUM INTENSITY WHITE LIGHTS.
SC|REG|A0426627|1010605|99084|05/19/1997|1|MARKING AND LIGHTING ARE NOT REQUIRED PROVIDED NEARBY WATER TANK CONTINUES
SC|REG|A0426627|1010605|99084|05/19/1997|2|TO BE LIT.
SC|REG|A1094006|1010654|114810|12/18/1996|0|HIGH INTENSITY WHITE LIGHTING.
SC|REG|A1128110|1010853|114966|12/23/1996|0|MEDIUM INTENSITY WHITE LIGHTS.
SC|REG|A1346478|1010888|99133|11/14/1997|3|MEDIUM INTENSITY WHITE LIGHTS.
SC|REG|A0718113|1011016|99151|04/05/1999|2|MEDIUM INTENSITY WHITE LIGHTS.
SC|REG|A1261729|1011021|115105|12/23/1996|0|NO MARKING/LIGHTING REQUIRED AS LONG AS ADJACENT 303' TOWER REMAINS LIGHTED
SC|REG|A1381224|1011407|115439|12/31/1996|0|HIGH INTENSITY WHITE LIGHTS.
SC|REG|A1287479|1011516|115530|01/03/1997|0|OBSTRUCTION MARKING AND LIGHTING IS NOT REQUIRED PROVIDED THE NEARBY 411
SC|REG|A1287479|1011516|115530|01/03/1997|1|FOOT TOWER REMAINS MARKED AND LIGHTED.
SC|REG|A1386103|1011805|115753|01/06/1997|0|NO MARKING AND LIGHTING REQUIRED PROVIDED ADJACENT 500 FT TOWER REMAINS
SC|REG|A1386103|1011805|115753|01/06/1997|1|MARKED AND LIGHTED.
SC|REG|A1364876|1011955|115857|01/15/1997|0|USE OF A DOUBLE FITTING STEADY BURNING RED OBSTRUCTION LIGHT IS PERMITTED.
