RE|REG|A0001066|1000897|97123|FCC|12/05/1996|1|NOTE:  THE FAA/FCC EMI CONDITIONAL STATEMENT MUST BE PLACED ON THE CP/LICENSE.  ADDED MISSING LOCATION ADDRESS PER E-MAIL FROM ESTHER HILLIARD.
RE|REG|A0001066|1000897|97123|FCC|12/05/1996|2|CORRECTED GROUND ELEVATION, SUPPORT AND OVERALL STRUCTURE HEIGHTS, SUBMITTED ROUNDED TO THE NEAREST WHOLE NUMBER, TO INCLUDE THE TENTHS.
RE|REG|A1346386|1000916|97124|FCC|09/17/1996|1|ADDED FAA STUDY INFORMATION RETRIEVED FROM PAPER FILE.
RE|REG|A1369241|1000932|97128|FCC|02/17/1998|1|OWNERSHIP INFO UPDATED AS A RESULT OF MOD OF 'O' APPLICATION PROCESSED
RE|REG|A1369241|1000932|97128|FCC|11/04/1997|3|THE FAA/FCC EMI CONDITIONAL STATEMENT MUST BE PLACED ON THE CP/LICENSE.
RE|REG|A1378650|1000949|97130|FCC|10/01/1996|1|CORRECTED SUBMITTED LATITUDE FROM 42-51-22N TO MATCH FAA APPROVED LATITUDE PER TELCON W/D. SMITH.  ADDED FAA CLEARANCE DATA BASED ON OLD TOWER FILE RECORD 116435, FAA STUDY 91-AGL-1828-OE.  NOS RECORD 23-1575 ALSO SHOWS FAA APPROVED COORDINATES.
RE|REG|A1378651|1000950|97131|FCC|10/01/1996|1|CORRECTED SUBMITTED OVERALL STRUCTURE HEIGHT FROM 91.44 TO MATCH FAA APPROVED AGL HEIGHT PER TELCON W/D. SMITH.
RE|REG|A1378649|1000951|97132|FCC|09/27/1996|1|ADDED FAA CLEARANCE DATA BASED ON OLD TOWER FILE RECORD 115823.
RE|REG|A0001146|1000959|97133|FCC|09/16/1996|1|COMPLETED TYPE OF STRUCTURE RETRIEVED FROM FAA STUDY.
RE|REG|A0001147|1000960|97134|FCC|09/16/1996|1|CORRECTED OVERALL AGL, SUBMITTED ROUNDED TO THE NEAREST WHOLE NUMBER, TO INCLUDE THE TENTHS.
RE|REG|A0001148|1000961|97135|FCC|09/16/1996|1|COMPLETED TYPE OF STRUCTURE RETRIEVED FROM FAA STUDY.  CORRECTED GROUND ELEVATION, SUBMITTED ROUNDED TO THE NEAREST WHOLE NUMBER, TO INCLUDE THE TENTHS.
RE|REG|A0001149|1000962|97136|FCC|09/16/1996|1|COMPLETED TYPE OF STRUCTURE RETRIEVED FROM FAA STUDY.  CORRECTED GROUND ELEVATION AND OVERALL AGL HEIGHTS, SUBMITTED ROUNDED TO THE NEAREST WHOLE NUMBER, TO INCLUDE THE TENTHS.
RE|REG|A0001156|1000969|97137|FCC|09/16/1996|1|CORRECTED OVERALL AGL, SUBMITTED AMSL.
RE|REG|A0001168|1000981|97138|FCC|09/17/1996|1|CORRECTED OVERALL AGL HEIGHTS, SUBMITTED AMSL.
RE|REG|A1355085|1000984|97139|FCC|03/31/1997|0|SUPERSEDED TO CORRECT STRUCTURE STATE PER 2/4/97 E-MAIL FROM ESTHER HILLIARD.
RE|REG|A1355085|1000984|97139|FCC|10/17/1996|2|CORRECTED SUPPORT AND OVERALL STRUCTURE HEIGHTS, SUBMITTED ROUNDED TO THE NEAREST WHOLE NUMBER, TO INCLUDE THE TENTHS.  ADDED LOCATION ADDRESS PER LIST FEDEXED BY ESTHER HILLIARD.
RE|REG|A1355085|1000984|97139|FCC|10/17/1996|3|CORRECTED SUPPORT AND OVERALL STRUCTURE HEIGHTS, SUBMITTED ROUNDED TO THE NEAREST WHOLE NUMBER, TO INCLUDE THE TENTHS.  ADDED LOCATION ADDRESS PER LIST FEDEXED BY ESTHER HILLIARD.
RE|REG|A0924527|1000996|97140|FCC|09/23/1996|1|CLEARED STRUCTURE BASED ON SITE DATA PASSING TOWAIR.
RE|REG|A1373012|1000999|97142|FCC|09/14/2009|1|OWNERSHIP INFO UPDATED AS A RESULT OF MOD OF 'O' APPLICATION PROCESSED
RE|REG|A1373013|1001001|97143|FCC|09/16/1996|1|CALLED LEE SICA OF GTE MOBILNET OF SOUTH TEXAS LP TO RETRIEVE HEIGHTS.
RE|REG|A1287048|1001054|97144|FCC|12/04/2009|1|SWITCHED SUPPORT & OVERALL STRUCTURE HEIGHTS. ADDED FAA CLEARANCE DATA BASED ON OLD TOWER FILE RECORD 83570.
RE|REG|A0646636|1001055|97145|FCC|09/24/1996|1|ADDED FAA CLEARANCE DATA BASED ON OLD TOWER FILE RECORD 117488.
RE|REG|A0647707|1001056|97146|FCC|09/24/1996|1|CORRECTED OVERALL STRUCTURE HEIGHT, SUBMITTED ROUNDED TO THE NEAREST WHOLE NUMBER, TO INCLUDE THE TENTHS.  ADDED FAA CLEARANCE DATA AND CLEARED STRUCTURE BASED ON OLD TOWER FILE RECORD 50443.
RE|REG|A1287172|1001060|97147|FCC|09/04/1996|1|FAA/FCC EMI CONDITIONAL STATEMENT MUST BE PLACED ON THE CP/LICENSE.  CORRECTED FAA INFO BASED ON FAA STUDY SUBMITTED BY APPLICANT ON 8/8/96.  APPLICANT HAD INCORRECTLY SUBMITTED THE WRONG DETERMINATION WITH THE APPLICATION.  CORRECTED ELEV BASED ON PHONE
RE|REG|A1287172|1001060|97147|FCC|09/04/1996|2|CALL 9/3/96 WITH D HEANEY.
RE|REG|A0455610|1001062|97148|FCC|10/09/1996|1|APPLICATION RESUBMITTED WITH SIGNATURE AND LOCATION OF STRUCTURE COMPLETED. UPDATED SYSTEM ACCORDINGLY.
RE|REG|A0515512|1001065|97149|FCC|09/26/1996|1|CLEARED STRUCTURE WITH NO MARKING OR LIGHTING REQUIRED BASED ON TOWER & SITE DATA PASSING SLOPE CRITERIA.
RE|REG|A0417953|1001067|97150|FCC|09/26/1996|1|CLEARED STRUCTURE BASED ON OLD TOWER FILE RECORD 51167, NO FAA STUDY NUMBER.
RE|REG|A1247879|1001095|97158|FCC|10/09/1996|0|CLEARED STRUCTURE BASED ON NOS (03-0004) RECORD VERIFYING EXISTENCE OF 2 TOWER ARRAY.  CLEARED STRUCTURE WITH CENTER ARRAY COORDINATES PER TELCON W/D. KANNES VERIFYING THAT INDIVIDUAL TOWER COORDINATES ARE UNAVAILABLE.
RE|REG|A1247879|1001095|97158|FCC|10/09/1996|1|CLEARED STRUCTURE BASED ON NOS (03-0004) RECORD VERIFYING EXISTENCE OF 2 TOWER ARRAY.  CLEARED STRUCTURE WITH CENTER ARRAY COORDINATES PER TELCON W/D. KANNES VERIFYING THAT INDIVIDUAL TOWER COORDINATES ARE UNAVAILABLE.
RE|REG|A1247879|1001095|97158|FCC|10/09/1996|2|HEIGHTS AND COORDINATES WERE SUBMITTED PER FCC BROADCAST LICENSE.
RE|REG|A1247882|1001096|97159|FCC|10/09/1996|0|CLEARED STRUCTURE BASED ON NOS RECORD (03-0004) VERIFYING EXIST OF 2 TOWER ARRAY. CLEARED STRUCTURE WITH CENTER ARRAY COORDINATES PER TELCON W/D. KANNES VERIFYING THAT INDIVIDUAL TOWER COORDINATES ARE UNAVAILABLE.
RE|REG|A1247882|1001096|97159|FCC|10/09/1996|1|HEIGHTS AND COORDINATES WERE SUBMITTED PER FCC BROADCAST LICENSE.
RE|REG|A1247882|1001096|97159|FCC|10/09/1996|2|CLEARED STRUCTURE BASED ON NOS RECORD (03-0004) VERIFYING EXIST OF 2 TOWER ARRAY. CLEARED STRUCTURE WITH CENTER ARRAY COORDINATES PER TELCON W/D. KANNES VERIFYING THAT INDIVIDUAL TOWER COORDINATES ARE UNAVAILABLE.
RE|REG|A1167755|1001097|97160|FCC|10/09/1996|1|CORRECTED SUBMITTED NAD INDICATOR FROM 83 TO 27 PER FAA CLEARANCE COPY AND CORRECTED CONVERTED COORDINATES ACCORDINGLY. CORRECTED GROUND ELEVATION FROM 911 TO FAA APPROVED GROUND ELEVATION PER TELCON W/D. KANNES.
RE|REG|A0476827|1001109|97161|FCC|09/24/1996|1|CORRECTED OVERALL STRUCTURE HEIGHT, SUBMITTED WITH AMSL, TO MATCH FAA APPROVAL.
RE|REG|A1315204|1001110|97162|FCC|09/17/1996|1|ADDED FAA INFORMATION BASED ON CLEARANCE ON FILE.
RE|REG|A0226869|1001112|97163|FCC|11/06/2002|1|SUPERSEDED TO REDUCE AGL PER 854R DATED 10/4/96 SIGNED BY WENDY M HARRELL.
RE|REG|A1367658|1001123|97168|FCC|10/17/1996|1|ADDED LOCATION ADDRESS AND CHANGED CITY FROM KERNERSVILLE PER LIST FEDEXED BY ESTHER HILLIARD.
RE|REG|A1249269|1001133|97170|FCC|09/18/1996|1|NOTE:  THE FAA/FCC EMI CONDITIONAL STATEMENT MUST BE PLACED ON THE CP/LICENSE.  ADDED STRUCTURE TYPE, SUBMITTED BLANK, PER E-MAIL FROM TINA TURNER.  ADDED FAA DATA PER CLEARANCE FILE INFORMATION.
RE|REG|A0001349|1001134|97171|FCC|12/05/1996|1|CORRECTED OVERALL STRUCTURE HEIGHT PER RESUBMITTED 854.  CORRECTED RESUBMITTED LATITUDE DEGREES PER ORIGINAL SUBMISSION.  CLEARED STRUCTURE  BASED ON OLD TOWER FILE RECORD 059489, FAA 83-AWP-705-OE AND NOS RECORD 03-0334.  FAA ORIGINAL GROUND WAS 805.58.
